Unnamed: 0,Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,Coded_item,Encoded_item,Encoded_area
4551,Brazil,Potatoes,2011,262528,1761.0,345026.0,18.82,1,1,3
4552,Brazil,Potatoes,2011,262528,1761.0,345026.0,25.89,1,1,3
4553,Brazil,Potatoes,2011,262528,1761.0,345026.0,24.32,1,1,3
4554,Brazil,Potatoes,2011,262528,1761.0,345026.0,25.28,1,1,3
4555,Brazil,"Rice, paddy",2011,48956,1761.0,345026.0,21.74,2,2,3
4556,Brazil,"Rice, paddy",2011,48956,1761.0,345026.0,20.33,2,2,3
4557,Brazil,"Rice, paddy",2011,48956,1761.0,345026.0,18.01,2,2,3
4558,Brazil,"Rice, paddy",2011,48956,1761.0,345026.0,18.01,2,2,3
4559,Brazil,"Rice, paddy",2011,48956,1761.0,345026.0,27.36,2,2,3
4560,Brazil,"Rice, paddy",2011,48956,1761.0,345026.0,20.33,2,2,3
4561,Brazil,"Rice, paddy",2011,48956,1761.0,345026.0,27.29,2,2,3
4562,Brazil,"Rice, paddy",2011,48956,1761.0,345026.0,18.82,2,2,3
4563,Brazil,"Rice, paddy",2011,48956,1761.0,345026.0,25.89,2,2,3
4564,Brazil,"Rice, paddy",2011,48956,1761.0,345026.0,24.32,2,2,3
4565,Brazil,"Rice, paddy",2011,48956,1761.0,345026.0,25.28,2,2,3
4566,Brazil,Sorghum,2011,25497,1761.0,345026.0,21.74,3,3,3
4567,Brazil,Sorghum,2011,25497,1761.0,345026.0,20.33,3,3,3
4568,Brazil,Sorghum,2011,25497,1761.0,345026.0,18.01,3,3,3
4569,Brazil,Sorghum,2011,25497,1761.0,345026.0,18.01,3,3,3
4570,Brazil,Sorghum,2011,25497,1761.0,345026.0,27.36,3,3,3
4571,Brazil,Sorghum,2011,25497,1761.0,345026.0,20.33,3,3,3
4572,Brazil,Sorghum,2011,25497,1761.0,345026.0,27.29,3,3,3
4573,Brazil,Sorghum,2011,25497,1761.0,345026.0,18.82,3,3,3
4574,Brazil,Sorghum,2011,25497,1761.0,345026.0,25.89,3,3,3
4575,Brazil,Sorghum,2011,25497,1761.0,345026.0,24.32,3,3,3
4576,Brazil,Sorghum,2011,25497,1761.0,345026.0,25.28,3,3,3
4577,Brazil,Soybeans,2011,31214,1761.0,345026.0,21.74,4,4,3
4578,Brazil,Soybeans,2011,31214,1761.0,345026.0,20.33,4,4,3
4579,Brazil,Soybeans,2011,31214,1761.0,345026.0,18.01,4,4,3
4580,Brazil,Soybeans,2011,31214,1761.0,345026.0,18.01,4,4,3
4581,Brazil,Soybeans,2011,31214,1761.0,345026.0,27.36,4,4,3
4582,Brazil,Soybeans,2011,31214,1761.0,345026.0,20.33,4,4,3
4583,Brazil,Soybeans,2011,31214,1761.0,345026.0,27.29,4,4,3
4584,Brazil,Soybeans,2011,31214,1761.0,345026.0,18.82,4,4,3
4585,Brazil,Soybeans,2011,31214,1761.0,345026.0,25.89,4,4,3
4586,Brazil,Soybeans,2011,31214,1761.0,345026.0,24.32,4,4,3
4587,Brazil,Soybeans,2011,31214,1761.0,345026.0,25.28,4,4,3
4588,Brazil,Sweet potatoes,2011,124266,1761.0,345026.0,21.74,7,7,3
4589,Brazil,Sweet potatoes,2011,124266,1761.0,345026.0,20.33,7,7,3
4590,Brazil,Sweet potatoes,2011,124266,1761.0,345026.0,18.01,7,7,3
4591,Brazil,Sweet potatoes,2011,124266,1761.0,345026.0,18.01,7,7,3
4592,Brazil,Sweet potatoes,2011,124266,1761.0,345026.0,27.36,7,7,3
4593,Brazil,Sweet potatoes,2011,124266,1761.0,345026.0,20.33,7,7,3
4594,Brazil,Sweet potatoes,2011,124266,1761.0,345026.0,27.29,7,7,3
4595,Brazil,Sweet potatoes,2011,124266,1761.0,345026.0,18.82,7,7,3
4596,Brazil,Sweet potatoes,2011,124266,1761.0,345026.0,25.89,7,7,3
4597,Brazil,Sweet potatoes,2011,124266,1761.0,345026.0,24.32,7,7,3
4598,Brazil,Sweet potatoes,2011,124266,1761.0,345026.0,25.28,7,7,3
4599,Brazil,Wheat,2011,26602,1761.0,345026.0,21.74,5,5,3
4600,Brazil,Wheat,2011,26602,1761.0,345026.0,20.33,5,5,3
4601,Brazil,Wheat,2011,26602,1761.0,345026.0,18.01,5,5,3
4602,Brazil,Wheat,2011,26602,1761.0,345026.0,18.01,5,5,3
4603,Brazil,Wheat,2011,26602,1761.0,345026.0,27.36,5,5,3
4604,Brazil,Wheat,2011,26602,1761.0,345026.0,20.33,5,5,3
4605,Brazil,Wheat,2011,26602,1761.0,345026.0,27.29,5,5,3
4606,Brazil,Wheat,2011,26602,1761.0,345026.0,18.82,5,5,3
4607,Brazil,Wheat,2011,26602,1761.0,345026.0,25.89,5,5,3
4608,Brazil,Wheat,2011,26602,1761.0,345026.0,24.32,5,5,3
4609,Brazil,Wheat,2011,26602,1761.0,345026.0,25.28,5,5,3
4610,Brazil,Yams,2011,96414,1761.0,345026.0,21.74,9,9,3
4611,Brazil,Yams,2011,96414,1761.0,345026.0,20.33,9,9,3
4612,Brazil,Yams,2011,96414,1761.0,345026.0,18.01,9,9,3
4613,Brazil,Yams,2011,96414,1761.0,345026.0,18.01,9,9,3
4614,Brazil,Yams,2011,96414,1761.0,345026.0,27.36,9,9,3
4615,Brazil,Yams,2011,96414,1761.0,345026.0,20.33,9,9,3
4616,Brazil,Yams,2011,96414,1761.0,345026.0,27.29,9,9,3
4617,Brazil,Yams,2011,96414,1761.0,345026.0,18.82,9,9,3
4618,Brazil,Yams,2011,96414,1761.0,345026.0,25.89,9,9,3
4619,Brazil,Yams,2011,96414,1761.0,345026.0,24.32,9,9,3
4620,Brazil,Yams,2011,96414,1761.0,345026.0,25.28,9,9,3
4621,Brazil,Cassava,2012,136118,1761.0,346583.0,22.16,6,6,3
4622,Brazil,Cassava,2012,136118,1761.0,346583.0,21.02,6,6,3
4623,Brazil,Cassava,2012,136118,1761.0,346583.0,18.8,6,6,3
4624,Brazil,Cassava,2012,136118,1761.0,346583.0,18.8,6,6,3
4625,Brazil,Cassava,2012,136118,1761.0,346583.0,28.21,6,6,3
4626,Brazil,Cassava,2012,136118,1761.0,346583.0,21.02,6,6,3
4627,Brazil,Cassava,2012,136118,1761.0,346583.0,27.34,6,6,3
4628,Brazil,Cassava,2012,136118,1761.0,346583.0,19.72,6,6,3
4629,Brazil,Cassava,2012,136118,1761.0,346583.0,26.13,6,6,3
4630,Brazil,Cassava,2012,136118,1761.0,346583.0,24.84,6,6,3
4631,Brazil,Cassava,2012,136118,1761.0,346583.0,25.65,6,6,3
4632,Brazil,Maize,2012,50057,1761.0,346583.0,22.16,0,0,3
4633,Brazil,Maize,2012,50057,1761.0,346583.0,21.02,0,0,3
4634,Brazil,Maize,2012,50057,1761.0,346583.0,18.8,0,0,3
4635,Brazil,Maize,2012,50057,1761.0,346583.0,18.8,0,0,3
4636,Brazil,Maize,2012,50057,1761.0,346583.0,28.21,0,0,3
4637,Brazil,Maize,2012,50057,1761.0,346583.0,21.02,0,0,3
4638,Brazil,Maize,2012,50057,1761.0,346583.0,27.34,0,0,3
4639,Brazil,Maize,2012,50057,1761.0,346583.0,19.72,0,0,3
4640,Brazil,Maize,2012,50057,1761.0,346583.0,26.13,0,0,3
4641,Brazil,Maize,2012,50057,1761.0,346583.0,24.84,0,0,3
4642,Brazil,Maize,2012,50057,1761.0,346583.0,25.65,0,0,3
4643,Brazil,Potatoes,2012,274457,1761.0,346583.0,22.16,1,1,3
4644,Brazil,Potatoes,2012,274457,1761.0,346583.0,21.02,1,1,3
4645,Brazil,Potatoes,2012,274457,1761.0,346583.0,18.8,1,1,3
4646,Brazil,Potatoes,2012,274457,1761.0,346583.0,18.8,1,1,3
4647,Brazil,Potatoes,2012,274457,1761.0,346583.0,28.21,1,1,3
4648,Brazil,Potatoes,2012,274457,1761.0,346583.0,21.02,1,1,3
4649,Brazil,Potatoes,2012,274457,1761.0,346583.0,27.34,1,1,3
4650,Brazil,Potatoes,2012,274457,1761.0,346583.0,19.72,1,1,3
4651,Brazil,Potatoes,2012,274457,1761.0,346583.0,26.13,1,1,3
4652,Brazil,Potatoes,2012,274457,1761.0,346583.0,24.84,1,1,3
4653,Brazil,Potatoes,2012,274457,1761.0,346583.0,25.65,1,1,3
4654,Brazil,"Rice, paddy",2012,47860,1761.0,346583.0,22.16,2,2,3
4655,Brazil,"Rice, paddy",2012,47860,1761.0,346583.0,21.02,2,2,3
4656,Brazil,"Rice, paddy",2012,47860,1761.0,346583.0,18.8,2,2,3
4657,Brazil,"Rice, paddy",2012,47860,1761.0,346583.0,18.8,2,2,3
4658,Brazil,"Rice, paddy",2012,47860,1761.0,346583.0,28.21,2,2,3
4659,Brazil,"Rice, paddy",2012,47860,1761.0,346583.0,21.02,2,2,3
4660,Brazil,"Rice, paddy",2012,47860,1761.0,346583.0,27.34,2,2,3
4661,Brazil,"Rice, paddy",2012,47860,1761.0,346583.0,19.72,2,2,3
4662,Brazil,"Rice, paddy",2012,47860,1761.0,346583.0,26.13,2,2,3
4663,Brazil,"Rice, paddy",2012,47860,1761.0,346583.0,24.84,2,2,3
4664,Brazil,"Rice, paddy",2012,47860,1761.0,346583.0,25.65,2,2,3
4665,Brazil,Sorghum,2012,29317,1761.0,346583.0,22.16,3,3,3
4666,Brazil,Sorghum,2012,29317,1761.0,346583.0,21.02,3,3,3
4667,Brazil,Sorghum,2012,29317,1761.0,346583.0,18.8,3,3,3
4668,Brazil,Sorghum,2012,29317,1761.0,346583.0,18.8,3,3,3
4669,Brazil,Sorghum,2012,29317,1761.0,346583.0,28.21,3,3,3
4670,Brazil,Sorghum,2012,29317,1761.0,346583.0,21.02,3,3,3
4671,Brazil,Sorghum,2012,29317,1761.0,346583.0,27.34,3,3,3
4672,Brazil,Sorghum,2012,29317,1761.0,346583.0,19.72,3,3,3
4673,Brazil,Sorghum,2012,29317,1761.0,346583.0,26.13,3,3,3
4674,Brazil,Sorghum,2012,29317,1761.0,346583.0,24.84,3,3,3
4675,Brazil,Sorghum,2012,29317,1761.0,346583.0,25.65,3,3,3
4676,Brazil,Soybeans,2012,26366,1761.0,346583.0,22.16,4,4,3
4677,Brazil,Soybeans,2012,26366,1761.0,346583.0,21.02,4,4,3
4678,Brazil,Soybeans,2012,26366,1761.0,346583.0,18.8,4,4,3
4679,Brazil,Soybeans,2012,26366,1761.0,346583.0,18.8,4,4,3
4680,Brazil,Soybeans,2012,26366,1761.0,346583.0,28.21,4,4,3
4681,Brazil,Soybeans,2012,26366,1761.0,346583.0,21.02,4,4,3
4682,Brazil,Soybeans,2012,26366,1761.0,346583.0,27.34,4,4,3
4683,Brazil,Soybeans,2012,26366,1761.0,346583.0,19.72,4,4,3
4684,Brazil,Soybeans,2012,26366,1761.0,346583.0,26.13,4,4,3
4685,Brazil,Soybeans,2012,26366,1761.0,346583.0,24.84,4,4,3
4686,Brazil,Soybeans,2012,26366,1761.0,346583.0,25.65,4,4,3
4687,Brazil,Sweet potatoes,2012,121926,1761.0,346583.0,22.16,7,7,3
4688,Brazil,Sweet potatoes,2012,121926,1761.0,346583.0,21.02,7,7,3
4689,Brazil,Sweet potatoes,2012,121926,1761.0,346583.0,18.8,7,7,3
4690,Brazil,Sweet potatoes,2012,121926,1761.0,346583.0,18.8,7,7,3
4691,Brazil,Sweet potatoes,2012,121926,1761.0,346583.0,28.21,7,7,3
4692,Brazil,Sweet potatoes,2012,121926,1761.0,346583.0,21.02,7,7,3
4693,Brazil,Sweet potatoes,2012,121926,1761.0,346583.0,27.34,7,7,3
4694,Brazil,Sweet potatoes,2012,121926,1761.0,346583.0,19.72,7,7,3
4695,Brazil,Sweet potatoes,2012,121926,1761.0,346583.0,26.13,7,7,3
4696,Brazil,Sweet potatoes,2012,121926,1761.0,346583.0,24.84,7,7,3
4697,Brazil,Sweet potatoes,2012,121926,1761.0,346583.0,25.65,7,7,3
4698,Brazil,Wheat,2012,23100,1761.0,346583.0,22.16,5,5,3
4699,Brazil,Wheat,2012,23100,1761.0,346583.0,21.02,5,5,3
4700,Brazil,Wheat,2012,23100,1761.0,346583.0,18.8,5,5,3
4701,Brazil,Wheat,2012,23100,1761.0,346583.0,18.8,5,5,3
4702,Brazil,Wheat,2012,23100,1761.0,346583.0,28.21,5,5,3
4703,Brazil,Wheat,2012,23100,1761.0,346583.0,21.02,5,5,3
4704,Brazil,Wheat,2012,23100,1761.0,346583.0,27.34,5,5,3
4705,Brazil,Wheat,2012,23100,1761.0,346583.0,19.72,5,5,3
4706,Brazil,Wheat,2012,23100,1761.0,346583.0,26.13,5,5,3
4707,Brazil,Wheat,2012,23100,1761.0,346583.0,24.84,5,5,3
4708,Brazil,Wheat,2012,23100,1761.0,346583.0,25.65,5,5,3
4709,Brazil,Yams,2012,97619,1761.0,346583.0,22.16,9,9,3
4710,Brazil,Yams,2012,97619,1761.0,346583.0,21.02,9,9,3
4711,Brazil,Yams,2012,97619,1761.0,346583.0,18.8,9,9,3
4712,Brazil,Yams,2012,97619,1761.0,346583.0,18.8,9,9,3
4713,Brazil,Yams,2012,97619,1761.0,346583.0,28.21,9,9,3
4714,Brazil,Yams,2012,97619,1761.0,346583.0,21.02,9,9,3
4715,Brazil,Yams,2012,97619,1761.0,346583.0,27.34,9,9,3
4716,Brazil,Yams,2012,97619,1761.0,346583.0,19.72,9,9,3
4717,Brazil,Yams,2012,97619,1761.0,346583.0,26.13,9,9,3
4718,Brazil,Yams,2012,97619,1761.0,346583.0,24.84,9,9,3
4719,Brazil,Yams,2012,97619,1761.0,346583.0,25.65,9,9,3
4720,Brazil,Cassava,2013,140795,1761.0,367778.0,21.59,6,6,3
4721,Brazil,Cassava,2013,140795,1761.0,367778.0,20.07,6,6,3
4722,Brazil,Cassava,2013,140795,1761.0,367778.0,17.57,6,6,3
4723,Brazil,Cassava,2013,140795,1761.0,367778.0,17.57,6,6,3
4724,Brazil,Cassava,2013,140795,1761.0,367778.0,27.71,6,6,3
4725,Brazil,Cassava,2013,140795,1761.0,367778.0,20.07,6,6,3
4726,Brazil,Cassava,2013,140795,1761.0,367778.0,27.11,6,6,3
4727,Brazil,Cassava,2013,140795,1761.0,367778.0,17.84,6,6,3
4728,Brazil,Cassava,2013,140795,1761.0,367778.0,26.4,6,6,3
4729,Brazil,Cassava,2013,140795,1761.0,367778.0,25.19,6,6,3
4730,Brazil,Cassava,2013,140795,1761.0,367778.0,26.14,6,6,3
4731,Brazil,Maize,2013,52536,1761.0,367778.0,21.59,0,0,3
4732,Brazil,Maize,2013,52536,1761.0,367778.0,20.07,0,0,3
4733,Brazil,Maize,2013,52536,1761.0,367778.0,17.57,0,0,3
4734,Brazil,Maize,2013,52536,1761.0,367778.0,17.57,0,0,3
4735,Brazil,Maize,2013,52536,1761.0,367778.0,27.71,0,0,3
4736,Brazil,Maize,2013,52536,1761.0,367778.0,20.07,0,0,3
4737,Brazil,Maize,2013,52536,1761.0,367778.0,27.11,0,0,3
4738,Brazil,Maize,2013,52536,1761.0,367778.0,17.84,0,0,3
4739,Brazil,Maize,2013,52536,1761.0,367778.0,26.4,0,0,3
4740,Brazil,Maize,2013,52536,1761.0,367778.0,25.19,0,0,3
4741,Brazil,Maize,2013,52536,1761.0,367778.0,26.14,0,0,3
4742,Brazil,Potatoes,2013,277517,1761.0,367778.0,21.59,1,1,3
4743,Brazil,Potatoes,2013,277517,1761.0,367778.0,20.07,1,1,3
4744,Brazil,Potatoes,2013,277517,1761.0,367778.0,17.57,1,1,3
4745,Brazil,Potatoes,2013,277517,1761.0,367778.0,17.57,1,1,3
4746,Brazil,Potatoes,2013,277517,1761.0,367778.0,27.71,1,1,3
4747,Brazil,Potatoes,2013,277517,1761.0,367778.0,20.07,1,1,3
4748,Brazil,Potatoes,2013,277517,1761.0,367778.0,27.11,1,1,3
4749,Brazil,Potatoes,2013,277517,1761.0,367778.0,17.84,1,1,3
4750,Brazil,Potatoes,2013,277517,1761.0,367778.0,26.4,1,1,3
4751,Brazil,Potatoes,2013,277517,1761.0,367778.0,25.19,1,1,3
4752,Brazil,Potatoes,2013,277517,1761.0,367778.0,26.14,1,1,3
4753,Brazil,"Rice, paddy",2013,50071,1761.0,367778.0,21.59,2,2,3
4754,Brazil,"Rice, paddy",2013,50071,1761.0,367778.0,20.07,2,2,3
4755,Brazil,"Rice, paddy",2013,50071,1761.0,367778.0,17.57,2,2,3
4756,Brazil,"Rice, paddy",2013,50071,1761.0,367778.0,17.57,2,2,3
4757,Brazil,"Rice, paddy",2013,50071,1761.0,367778.0,27.71,2,2,3
4758,Brazil,"Rice, paddy",2013,50071,1761.0,367778.0,20.07,2,2,3
4759,Brazil,"Rice, paddy",2013,50071,1761.0,367778.0,27.11,2,2,3
4760,Brazil,"Rice, paddy",2013,50071,1761.0,367778.0,17.84,2,2,3
4761,Brazil,"Rice, paddy",2013,50071,1761.0,367778.0,26.4,2,2,3
4762,Brazil,"Rice, paddy",2013,50071,1761.0,367778.0,25.19,2,2,3
4763,Brazil,"Rice, paddy",2013,50071,1761.0,367778.0,26.14,2,2,3
4764,Brazil,Sorghum,2013,26817,1761.0,367778.0,21.59,3,3,3
4765,Brazil,Sorghum,2013,26817,1761.0,367778.0,20.07,3,3,3
4766,Brazil,Sorghum,2013,26817,1761.0,367778.0,17.57,3,3,3
4767,Brazil,Sorghum,2013,26817,1761.0,367778.0,17.57,3,3,3
4768,Brazil,Sorghum,2013,26817,1761.0,367778.0,27.71,3,3,3
4769,Brazil,Sorghum,2013,26817,1761.0,367778.0,20.07,3,3,3
4770,Brazil,Sorghum,2013,26817,1761.0,367778.0,27.11,3,3,3
4771,Brazil,Sorghum,2013,26817,1761.0,367778.0,17.84,3,3,3
4772,Brazil,Sorghum,2013,26817,1761.0,367778.0,26.4,3,3,3
4773,Brazil,Sorghum,2013,26817,1761.0,367778.0,25.19,3,3,3
4774,Brazil,Sorghum,2013,26817,1761.0,367778.0,26.14,3,3,3
4775,Brazil,Soybeans,2013,29285,1761.0,367778.0,21.59,4,4,3
4776,Brazil,Soybeans,2013,29285,1761.0,367778.0,20.07,4,4,3
4777,Brazil,Soybeans,2013,29285,1761.0,367778.0,17.57,4,4,3
4778,Brazil,Soybeans,2013,29285,1761.0,367778.0,17.57,4,4,3
4779,Brazil,Soybeans,2013,29285,1761.0,367778.0,27.71,4,4,3
4780,Brazil,Soybeans,2013,29285,1761.0,367778.0,20.07,4,4,3
4781,Brazil,Soybeans,2013,29285,1761.0,367778.0,27.11,4,4,3
4782,Brazil,Soybeans,2013,29285,1761.0,367778.0,17.84,4,4,3
4783,Brazil,Soybeans,2013,29285,1761.0,367778.0,26.4,4,4,3
4784,Brazil,Soybeans,2013,29285,1761.0,367778.0,25.19,4,4,3
4785,Brazil,Soybeans,2013,29285,1761.0,367778.0,26.14,4,4,3
4786,Brazil,Sweet potatoes,2013,130913,1761.0,367778.0,21.59,7,7,3
4787,Brazil,Sweet potatoes,2013,130913,1761.0,367778.0,20.07,7,7,3
4788,Brazil,Sweet potatoes,2013,130913,1761.0,367778.0,17.57,7,7,3
4789,Brazil,Sweet potatoes,2013,130913,1761.0,367778.0,17.57,7,7,3
4790,Brazil,Sweet potatoes,2013,130913,1761.0,367778.0,27.71,7,7,3
4791,Brazil,Sweet potatoes,2013,130913,1761.0,367778.0,20.07,7,7,3
4792,Brazil,Sweet potatoes,2013,130913,1761.0,367778.0,27.11,7,7,3
4793,Brazil,Sweet potatoes,2013,130913,1761.0,367778.0,17.84,7,7,3
4794,Brazil,Sweet potatoes,2013,130913,1761.0,367778.0,26.4,7,7,3
4795,Brazil,Sweet potatoes,2013,130913,1761.0,367778.0,25.19,7,7,3
4796,Brazil,Sweet potatoes,2013,130913,1761.0,367778.0,26.14,7,7,3
4797,Brazil,Wheat,2013,27491,1761.0,367778.0,21.59,5,5,3
4798,Brazil,Wheat,2013,27491,1761.0,367778.0,20.07,5,5,3
4799,Brazil,Wheat,2013,27491,1761.0,367778.0,17.57,5,5,3
4800,Brazil,Wheat,2013,27491,1761.0,367778.0,17.57,5,5,3
4801,Brazil,Wheat,2013,27491,1761.0,367778.0,27.71,5,5,3
4802,Brazil,Wheat,2013,27491,1761.0,367778.0,20.07,5,5,3
4803,Brazil,Wheat,2013,27491,1761.0,367778.0,27.11,5,5,3
4804,Brazil,Wheat,2013,27491,1761.0,367778.0,17.84,5,5,3
4805,Brazil,Wheat,2013,27491,1761.0,367778.0,26.4,5,5,3
4806,Brazil,Wheat,2013,27491,1761.0,367778.0,25.19,5,5,3
4807,Brazil,Wheat,2013,27491,1761.0,367778.0,26.14,5,5,3
4808,Brazil,Yams,2013,96078,1761.0,367778.0,21.59,9,9,3
4809,Brazil,Yams,2013,96078,1761.0,367778.0,20.07,9,9,3
4810,Brazil,Yams,2013,96078,1761.0,367778.0,17.57,9,9,3
4811,Brazil,Yams,2013,96078,1761.0,367778.0,17.57,9,9,3
4812,Brazil,Yams,2013,96078,1761.0,367778.0,27.71,9,9,3
4813,Brazil,Yams,2013,96078,1761.0,367778.0,20.07,9,9,3
4814,Brazil,Yams,2013,96078,1761.0,367778.0,27.11,9,9,3
4815,Brazil,Yams,2013,96078,1761.0,367778.0,17.84,9,9,3
4816,Brazil,Yams,2013,96078,1761.0,367778.0,26.4,9,9,3
4817,Brazil,Yams,2013,96078,1761.0,367778.0,25.19,9,9,3
4818,Brazil,Yams,2013,96078,1761.0,367778.0,26.14,9,9,3
4819,Bulgaria,Maize,1990,28771,608.0,3906.0,9.51,0,0,49
4820,Bulgaria,Potatoes,1990,104986,608.0,3906.0,9.51,1,1,49
4821,Bulgaria,"Rice, paddy",1990,23785,608.0,3906.0,9.51,2,2,49
4822,Bulgaria,Sorghum,1990,17778,608.0,3906.0,9.51,3,3,49
4823,Bulgaria,Soybeans,1990,8830,608.0,3906.0,9.51,4,4,49
4824,Bulgaria,Wheat,1990,45514,608.0,3906.0,9.51,5,5,49
4825,Bulgaria,Maize,1991,49551,608.0,3906.0,8.14,0,0,49
4826,Bulgaria,Potatoes,1991,117017,608.0,3906.0,8.14,1,1,49
4827,Bulgaria,"Rice, paddy",1991,25397,608.0,3906.0,8.14,2,2,49
4828,Bulgaria,Sorghum,1991,17897,608.0,3906.0,8.14,3,3,49
4829,Bulgaria,Soybeans,1991,18800,608.0,3906.0,8.14,4,4,49
4830,Bulgaria,Wheat,1991,37480,608.0,3906.0,8.14,5,5,49
4831,Bulgaria,Maize,1992,28128,608.0,3906.0,9.07,0,0,49
4832,Bulgaria,Potatoes,1992,118262,608.0,3906.0,9.07,1,1,49
4833,Bulgaria,"Rice, paddy",1992,32042,608.0,3906.0,9.07,2,2,49
4834,Bulgaria,Sorghum,1992,17965,608.0,3906.0,9.07,3,3,49
4835,Bulgaria,Soybeans,1992,8070,608.0,3906.0,9.07,4,4,49
4836,Bulgaria,Wheat,1992,31071,608.0,3906.0,9.07,5,5,49
4837,Bulgaria,Maize,1993,18609,608.0,3777.25,9.0,0,0,49
4838,Bulgaria,Potatoes,1993,90807,608.0,3777.25,9.0,1,1,49
4839,Bulgaria,"Rice, paddy",1993,34761,608.0,3777.25,9.0,2,2,49
4840,Bulgaria,Sorghum,1993,17297,608.0,3777.25,9.0,3,3,49
4841,Bulgaria,Soybeans,1993,6742,608.0,3777.25,9.0,4,4,49
4842,Bulgaria,Wheat,1993,28580,608.0,3777.25,9.0,5,5,49
4843,Bulgaria,Maize,1994,28056,608.0,3648.5,10.23,0,0,49
4844,Bulgaria,Potatoes,1994,105070,608.0,3648.5,10.23,1,1,49
4845,Bulgaria,"Rice, paddy",1994,37195,608.0,3648.5,10.23,2,2,49
4846,Bulgaria,Sorghum,1994,17368,608.0,3648.5,10.23,3,3,49
4847,Bulgaria,Soybeans,1994,9402,608.0,3648.5,10.23,4,4,49
4848,Bulgaria,Wheat,1994,28447,608.0,3648.5,10.23,5,5,49
4849,Bulgaria,Maize,1995,38237,608.0,3519.75,8.69,0,0,49
4850,Bulgaria,Potatoes,1995,116617,608.0,3519.75,8.69,1,1,49
4851,Bulgaria,"Rice, paddy",1995,36116,608.0,3519.75,8.69,2,2,49
4852,Bulgaria,Sorghum,1995,14583,608.0,3519.75,8.69,3,3,49
4853,Bulgaria,Soybeans,1995,9043,608.0,3519.75,8.69,4,4,49
4854,Bulgaria,Wheat,1995,29085,608.0,3519.75,8.69,5,5,49
4855,Bulgaria,Maize,1996,21810,608.0,3391.0,8.44,0,0,49
4856,Bulgaria,Potatoes,1996,80623,608.0,3391.0,8.44,1,1,49
4857,Bulgaria,"Rice, paddy",1996,33891,608.0,3391.0,8.44,2,2,49
4858,Bulgaria,Sorghum,1996,13158,608.0,3391.0,8.44,3,3,49
4859,Bulgaria,Soybeans,1996,5742,608.0,3391.0,8.44,4,4,49
4860,Bulgaria,Wheat,1996,18818,608.0,3391.0,8.44,5,5,49
4861,Bulgaria,Maize,1997,35782,608.0,3262.25,8.26,0,0,49
4862,Bulgaria,Potatoes,1997,104537,608.0,3262.25,8.26,1,1,49
4863,Bulgaria,"Rice, paddy",1997,29871,608.0,3262.25,8.26,2,2,49
4864,Bulgaria,Sorghum,1997,25429,608.0,3262.25,8.26,3,3,49
4865,Bulgaria,Soybeans,1997,9750,608.0,3262.25,8.26,4,4,49
4866,Bulgaria,Wheat,1997,29502,608.0,3262.25,8.26,5,5,49
4867,Bulgaria,Maize,1998,27318,608.0,3133.5,9.16,0,0,49
4868,Bulgaria,Potatoes,1998,94041,608.0,3133.5,9.16,1,1,49
4869,Bulgaria,"Rice, paddy",1998,31467,608.0,3133.5,9.16,2,2,49
4870,Bulgaria,Sorghum,1998,23235,608.0,3133.5,9.16,3,3,49
4871,Bulgaria,Soybeans,1998,5379,608.0,3133.5,9.16,4,4,49
4872,Bulgaria,Wheat,1998,28058,608.0,3133.5,9.16,5,5,49
4873,Bulgaria,Maize,1999,38239,608.0,3004.75,9.67,0,0,49
4874,Bulgaria,Potatoes,1999,108475,608.0,3004.75,9.67,1,1,49
4875,Bulgaria,"Rice, paddy",1999,49400,608.0,3004.75,9.67,2,2,49
4876,Bulgaria,Sorghum,1999,27500,608.0,3004.75,9.67,3,3,49
4877,Bulgaria,Soybeans,1999,8333,608.0,3004.75,9.67,4,4,49
4878,Bulgaria,Wheat,1999,27352,608.0,3004.75,9.67,5,5,49
4879,Bulgaria,Maize,2000,17239,608.0,2876.0,9.9,0,0,49
4880,Bulgaria,Potatoes,2000,75262,608.0,2876.0,9.9,1,1,49
4881,Bulgaria,"Rice, paddy",2000,47001,608.0,2876.0,9.9,2,2,49
4882,Bulgaria,Sorghum,2000,20732,608.0,2876.0,9.9,3,3,49
4883,Bulgaria,Soybeans,2000,6667,608.0,2876.0,9.9,4,4,49
4884,Bulgaria,Wheat,2000,28421,608.0,2876.0,9.9,5,5,49
4885,Bulgaria,Maize,2001,24713,608.0,2747.25,9.55,0,0,49
4886,Bulgaria,Potatoes,2001,123921,608.0,2747.25,9.55,1,1,49
4887,Bulgaria,"Rice, paddy",2001,48001,608.0,2747.25,9.55,2,2,49
4888,Bulgaria,Sorghum,2001,20698,608.0,2747.25,9.55,3,3,49
4889,Bulgaria,Soybeans,2001,10000,608.0,2747.25,9.55,4,4,49
4890,Bulgaria,Wheat,2001,30081,608.0,2747.25,9.55,5,5,49
4891,Bulgaria,Maize,2002,42364,608.0,2618.5,9.6,0,0,49
4892,Bulgaria,Potatoes,2002,120894,608.0,2618.5,9.6,1,1,49
4893,Bulgaria,"Rice, paddy",2002,43099,608.0,2618.5,9.6,2,2,49
4894,Bulgaria,Sorghum,2002,21044,608.0,2618.5,9.6,3,3,49
4895,Bulgaria,Soybeans,2002,14299,608.0,2618.5,9.6,4,4,49
